;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;Kingdom;Phylum;Class;Order;Family;Genus;Species
a4ffa2b8f05553d3800508f483554b89;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;metagenome
e0c07977f5de3d81c4d84dff666c61d1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;Subgroup_17;Subgroup_17;NA
d4291d385e78a95c3c442d99f1df14e6;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Nitrospirota;4-29-1;4-29-1;4-29-1;4-29-1;uncultured_bacterium
af03149949b139dd4472dfe1726dc16a;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
843f3f2634363136157a10284bff5053;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales;Rokubacteriales;uncultured_bacterium
5f3c0e9c757d1b698f6a9fc900122ece;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;uncultured;uncultured;uncultured_bacterium
eaacd8c63c40042aab1a1dc97152d1f4;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
2790427083a57d76b11c9c011874dba9;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured_Green
2fcbc7f7eecb6a7db743400adaf6d578;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;NA
b78b616dc4116845ab1da669d253f900;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1959-1;uncultured_bacterium
17acd912e6ef6a774f04a5e103cdd573;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
91b7d0214ce3ad453363515687480d96;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
c27e5c978767dc6859e5851c9fe2f1d4;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
92f0198c0252e6050a26f5d2a2cfeeeb;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;metagenome
7231817248329860426b4d14924e6c12;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;BIrii41;NA
8f0e8401a96f08bbdaf37d7b18e3fc18;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;uncultured_Myxococcales
2e76fdb7fbade5c0d9051015ab400bb9;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_subdivision
a58dd22226b9236814c0c5db82e15a97;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;uncultured_bacterium
de8d0d30a45ad992b0392b82afa87b7c;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;uncultured_bacterium
18fc19a697453060c4624c1900d932be;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
b9d26fb50568210b51118cbe92e768f7;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Archaea;Crenarchaeota;Bathyarchaeia;Bathyarchaeia;Bathyarchaeia;Bathyarchaeia;uncultured_methanogenic
7852a52b436c575ec96dd78f7608777c;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter;uncultured_proteobacterium
d444299a7ea24085bdd02250623fa3de;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_bacterium
89cbf3448cb059198d4cb6cbe01a3a16;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
460378f9e64586a17ad139354b24be84;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;NA
6aeb3ebf52071490b682db538f4d15f9;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
7fb4917e3bbecd4f25aa2c5403011720;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured_bacterium
3062fbc2c79851a98445d2a3d8909f62;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;SC-I-84;NA
44673af1ae363fff71d50bcf741e3cc8;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
5ad7f4f85a771f1f2f2df1f44ef66eae;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;NA
ce172cbe157de6698159545caf727dff;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
d8a78298deee1bb9f894d7a684407b91;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Planctomycetota;OM190;OM190;OM190;OM190;uncultured_bacterium
f8e2b816a0000195e9526ce07f862ac4;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;uncultured_bacterium
ba606b0e704e614089901ce064c34cc3;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Myxococcota;bacteriap25;bacteriap25;bacteriap25;bacteriap25;uncultured_soil
5f7a4593fd6398c4040ac3bcb598bcd0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
c503b330622b783c65071bae53620dbe;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;NA;NA
b6e597aa252efcd76195e7ea1b1cd1b2;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
d80c8b97f209a8aac09e5b8c87c81d19;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;SC-I-84;uncultured_beta
1f696adf865ed99a902dc72e2de4e1b4;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
da41d8a86965efb4745e2bb59d5a6080;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
16fe1f1d3eebcc13160c1e8befe18384;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured;metagenome
2b43c6ba15603e868531a8ef3e0d7a6a;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured_Chitinophaga
77b194fd60cd05b68a72c660f7a87863;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured_Acidobacteria
be586e947b9305cc7bc27d48a7701788;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
b4992985cf51ca017ac14d3c3c085e68;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;uncultured_Thermaerobacter
f0f9cabcc3988b187c57968b33e51750;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured_Chloroflexaceae
707b0dc8e7b3d7c346474a62ccd25dc7;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;A21b;NA
757a0c07631f1b2f627008e3e204c646;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;R7C24;R7C24;metagenome
6acdc7fe51cedbfc5422d15f05262821;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;RBG-13-54-9;RBG-13-54-9;uncultured_sludge
af0fc248c45eea08987721b4881cd417;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;NA
f69b8ac0c47207b3ede249727ca5526a;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
aada493d1d12594497f44bfefd3a69d2;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
926e426d37ee00f42279d280868ae383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
55e3616e3d3b23dab8083ee07d2a98dd;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
9c8244ae5605e9fbf4bbad7e5e556bd2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
d07b120531197f27f8c20e2ebb8d005a;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
81787b30e9ee3845154401c05e0c0288;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Clostridium_sp.
ae707c896d72ec303529376cae994250;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
b4864822d0e79b2cc71994276ea252c5;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;NA
3e30d599c689f3356023ab445fe36eb0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
7cbb82845a16f8ae59c9d406b0bfa8ba;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;unidentified
b5e05c2210eab37c2c7d05c33b676119;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
eb2a1bdda09ad78fccd11bbf24d218ac;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
3eea479accdae106ddd67317f52b8b5b;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosospira;NA
a4562632a37d637e8068a2dc6a6a1cbe;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
67f291f0b54e27ef6ba4bf192b73445b;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;NA
a1cc89e9e9fa0a88564f313e190e739d;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;NA;NA
4fa6b2bd3db0aefa1f98a8d7474264a0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Myxococcota;bacteriap25;bacteriap25;bacteriap25;bacteriap25;unidentified
6c1190f7176588eace6baa76d1eb6a26;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
614bdd26bb0831be0644f3bdcf6df443;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;NA
23f32c66a7b53acec518b83faaef7db7;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;11-24;11-24;11-24;NA
cf86bd0063812b21a88718ccdfcc10e8;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;SBR1031;SBR1031;SBR1031;uncultured_bacterium
1850f05c9191b711492e6b5b53ef6c4d;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5;uncultured_Acidobacteria
0cc434e94c51e2bf2f461dee582581d7;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;uncultured_bacterium
2334e8cd06cc4891ba7e57221dc7db9a;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;NA
b6f2b40196f0e01a1682da7f16a31052;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;NA
0175649ae1bb091fd702898ac3614342;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;uncultured_bacterium
2932f30010a502406d9791b6a8e201db;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;NA;NA
4fdbb3776c2c7b421f27489cb5b72c3e;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;NA
911a45cc8341bab454a7936cd98754fd;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
8e6a2a3d43007bf5f983f123d365f12d;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured_bacterium
d015937ffe4c7e208d9eff17e82c6b95;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
6729f3ad4dfb121a21f580566aec7afc;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
aa80e7e249bbe4149b1c814ecbb433a5;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;NA
32eaa23fc9460e4da1d3327e56e71e7e;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Litorilinea;NA
819331ed5bed16d021bc529c93c8a521;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;uncultured;uncultured_prokaryote
3c530f85bf576441a82c061747386f3d;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;uncultured_bacterium
37ec866b219b098c3602823f1224f821;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5;uncultured_bacterium
3793d34179af8af3d32f6b0bd5cd6c0b;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
f65e4e994cd01dd275e0a2afa0286dc0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;NA
1bf74825a4f0c6cb394ddc4a3652de86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
a9e655b715af0d6d1678bfb882216f1e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
d9ceac54d7d24041bd037c82f481fdee;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
185587dd6143593e911bd4da48eb27b3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Lachnospiraceae_bacterium
5dd792ae3d418949adb3bb8724ed2622;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;uncultured_bacterium
34153e727eec04478be507cc5343405a;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
dc5f9e3b409d2809f0824ef0715662e0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;uncultured_bacterium
255cfbdbee6fb7bef45594e912c440e2;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
ff7108c91975fb8420457b7fe8024c43;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;NA
6be246d986ee82a9d64b3eff7e5b6bb5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Dehalococcoidia;S085;S085;S085;metagenome
4304ea700cc1feb9bf07dc4e6b82a0e3;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
0b25869477f4a5e800d5052f492ab9d5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
d2efeadece41d28e8dab369e4f8ea897;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;NA
f5f885c2ccc9c20ccd10f53212f27350;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;SC-I-84;NA
294a7da4d47cfb2cae81f2b4124e7fae;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
a9753248bcd7aa020f58bf23e23b7eb9;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;uncultured_soil
57331ccef89edfafa8eb90d22b5da555;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
f3a56006419c81c0451cf7473579516e;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured_Verrucomicrobia
83c899f8c6b3b1eb84bbd4853a2cc31d;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;NA
e143d2576fc9719a7a2dd3d419c22f77;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;uncultured_beta
fac8d234401498c6dbee7005114663db;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;uncultured_bacterium
277491639f37d83cd2aa8aa45361ee73;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
5b4705b0ad439ad7a424cd70d1bb9a7e;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;uncultured;uncultured;uncultured_bacterium
9de107fb6e36bd8a772d175bc992499c;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured;uncultured;NA
99406e44602235f44e6d0a9e7da5ff77;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Chloroflexi
f4474478cadd7ec4adb1c85e27d64296;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;NA
35674ffb4bfa1ce07ef3e686fa86f302;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Nitrospirota;4-29-1;4-29-1;4-29-1;4-29-1;uncultured_bacterium
91bdabcddd3e2be00da29ca48bfad9f1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;A21b;NA
594db3fe6353bc89658ba9016494e467;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;uncultured;NA
735454fec719a6876c1f44bf16f24c63;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Baia;uncultured_bacterium
37ff64b0e54796cdddf4383f884a9f9d;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;uncultured_bacterium
3aa9f22c732d7222492e9437a90a72be;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;CCD24;CCD24;CCD24;NA
feb47b15f6b7d6e8dab52d89718adac2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;NA
0e01bbf880bd632dfd2887ffe61bbb45;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
281f4063d004f24a403389622c47ceb2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;NA
3602cdd405011c1f62730c811e3f1288;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
